State,District,Contact Person,Phone No.,Email,Address
Telangana,Siddipet,K.Ramu,8457-231223,dcpusiddipet[at]gmail[dot]com,Bal Raksha Bhavan 2nd floor Old MCH Hospital Burzu Siddipet 502103
Telangana,Suryapet,B.Ravikumar,8684-225642,dcpusuryapet[at]gmail[dot]com,D No 1-4-81 Near Vegetable market Canara Bank upstair Suryapeta Dist Pin 508213
Telangana,Vikarabad,Srikanth,8416-8919413995,brbvikarabad[at]gmail[dot]com,opposite to SLB Gurkula Bala Raksha Bhavan Saibaba colony vikarabad Dist.
Telangana,Wanaparthy,M RAMBABU DCPO,0-,dcpuwanaparthy[at]gmail[dot]com,"BRB Bhavan, H.No.41-83/4, Beside Rural Police Station lane, NTR Colony, Wanaparthy town and Dist Telangana State"
Telangana,Warangal Rural,Balne Saritha,0-8247838015,dcpuwarangalrural[at]gmail[dot]com,HNo 6-2-69 1st floor Kakaji Colony Hanamkonda - 506001 8247838015
Telangana,Warangal Urban,Shri.P.Santosh Kumar,870-2623033,dcpuwarangaurbanl[at]gmail[dot]com,"Dist Welfare officer WCDSC Room no G1, Subedari, Hanamkonda District - 506001 TS"
Telangana,Yadadri Bhuvanagiri,P Saidaiah,8685-244744,dcpuyadadri[at]gmail[dot]com,District Child Protection Unit WCDSC Dept.Bala Raksha Bhavan Old Municipal Complex Near Old Bus Station Bhongir Town Yadadri Bhuvangiri District Telangana State - 508116
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra and Nagar Haveli,DR MEENA CHANDRANA,260-640099,dcpusilvassa[at]gmail[dot]com,District Child Protection Unit A Wing 3rd FLOOR District Secretariat Behind of Old Collectorate Silvassa DADRA AND NAGAR HAVELI SILVASSA
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Daman,ANITA I. MAHYAVANSHI,260-2230085,ANITANPATEL85[at]gmail[dot]com,District and Session Court Premises Fort Area Moti Daman-396220
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Diu,MATREY BHATT,2875-254447,matreybhatt89[at]gmail[dot]com,DISTRICT CHILD PROTECTION UNIT FORT ROAD ABOVE RTO OFFICE COLLECTORATE DIU-362520
Tripura,Dhalai,Sankha Subhra Sen,91-9933922882,dise[dot]dh[at]gmail[dot]com,Office of The DISE Dhalai District Ambassa
Tripura,Gomati,Sanjit Rupini,91-8837230950,disegomati[at]gmail[dot]com,Office of the DISE Gomati Udaipur Tripura
Tripura,Khowai,Sujit Das,91-9436124428,disekhowai[at]gmail[dot]com,Office of the DISE Khowai Khowai Tripura
Tripura,North Tripura,Prasenjit Debbarma,91-9436464607,north[dot]dise[at]gmail[dot]com,Office of The DISE North Tripura Dharmanagar
Tripura,Sipahijala,Uttam Das,91-8787834189,spjdise[at]gmail[dot]com,Office of the DISE Sepahijala Bishalghar Tripura
Tripura,South Tripura,Prabir Debbarma,91-7085442242,dcpusouth[at]gmail[dot]com,"Office of The DISE South Tripura Belonia, South Tripura Pin-799155."
Tripura,Unakuti,Vidyasagar Debbarma,91-9436583524,dise[dot]unakoti[at]gmail[dot]com,OO DISE Unakoti Kumarghat Unakoti Tripura
Tripura,West Tripura,Biplab Ghosh,381-2373361,dcpowest[at]gmail[dot]com,"Office of the DISE Melarmath, 3rd Floor of office of TCW, Agartala, West Tripura"
Uttar Pradesh,Agra,Priyanka Dixit,562-6666666666,dpoagra17[at]gmail[dot]com,Collectrate
Uttar Pradesh,Aligarh,Mrs.Smita Singh,571-2970833,dcpu[dot]aligarh[at]gmail[dot]com,District Child Protection Unit Zila Panchayat Parisar Aligarh anoopsehar roadAligarh 202001
Uttar Pradesh,Ambedkar Nagar,District Probation Officer,0-,dpo3374[at]gmail[dot]com,Room-50 Vikas Bhavan akbarpur ambedkarnagar
Uttar Pradesh,Amethi,ANIL KUMAR MAURYA,5368-244176,dpoamethi225[at]gmail[dot]com,DCUP Office Behind congress office Gauriganj Amethi
Uttar Pradesh,Amroha,SURBHI YADAV,5922-253005,dpoamroha[at]gmail[dot]com,ROOM NO. 04 VIKAS BHAWAN JOYA ROAD AMROHA
Uttar Pradesh,Auraiya,ASHOK KUMAR,5683-249686,disaurmahilakalyan[at]gmail[dot]com,ROOM NO. 21 VIKAS BHAWAN KAKOR MUKHYALAYA AURAIYA UTTAR PRADESH
Uttar Pradesh,Azamgarh,District Probation Officer Azamgarh,5462-0000000001,probationoffice[dot]azh[at]gmail[dot]com,District Probation Office azamgarh
Uttar Pradesh,Baghpat,DISTRICT PROBATION OFFICER,0-00,dpobaghpat123[at]gmail[dot]com,vikas bhawan
Uttar Pradesh,Bahraich,DPO,52525-233298,dpo4155[at]gmail[dot]com,Dist Probation Office Collectrate Bahraich
Uttar Pradesh,Ballia,DPO Ballia,5498-220114,dcpuballia21[at]gmail[dot]com,District Probation Office Ballia
Uttar Pradesh,Balrampur,MR. Sushil Kumar Singh,5263-232098,dpoblp3[at]gmail[dot]com,District Probation Office Room No 105 Vikas Bhawan Balrampur
Uttar Pradesh,Banda,dpo banda,512-225219,zilaprovationbanda[at]gmail[dot]com,Zila Probation Office Zila Panchayat Campus Banda District Banda
Uttar Pradesh,Barabanki,District Probation Officer,0-,dpobbk[at]gmail[dot]com,Room No-319 A 3rd floor Vikas Bhavan Barabanki 225001
Uttar Pradesh,Bareilly,Smt. Monika Rana,581-422052,probationbar[at]gmail[dot]com,ROOM NO. 20 COLLECTORATE CAMPUS BAREILLY
Uttar Pradesh,Basti,VEENA SINGH,5542-247097,icpsbasti[at]gmail[dot]com,"District Probation Office, Collectorate, Basti Pin Code-272001"
Uttar Pradesh,Bijnor,Probation officer,1342-262075,dpobijnor2016[at]gmail[dot]com,Room No.235 Vikas bhavan Bijnor
Uttar Pradesh,Budaun,DPO,5832-268003,dpomahilakalyanbudaun[at]gmail[dot]com,DPO Office Vikas Bhawan room no 129 Budaun
Uttar Pradesh,Bulandshahr,Raj kumar,0-0000000000,icpsbsr[at]gmail[dot]com,room no.1 govt.observation home transit hostel opposite tehsil sadar Bulandshahr
Uttar Pradesh,Chandauli,DPO,5412-260050,dpochandauliup[at]gmail[dot]com,G T Road Near Vikash Bhawan DPO Office Chandauli
Uttar Pradesh,Chitrakoot,SAURABH CHANDRA SINGH,5198-0000000,dcpuckt[at]gmail[dot]com,DPO OFFICE CHITRAKOOT jila panchayat parisar building karwi chitrakoot
Uttar Pradesh,Deoria,JP TIWARI,68-225566,deoriadcpu[at]gmail[dot]com,District Child Protection Unit Near Maharshi Devraha Baba Medical College Deoria
Uttar Pradesh,Etah,9719539791,5742-0000000,dcpuetah[at]gmail[dot]com,"DISTRICT PROBATION OFFICE,ETAH"
Uttar Pradesh,Etawah,SHRI SURAJ SINGH,0-,dpoetawah2000[at]gmail[dot]com,COLLECTRATE PARISAR ETAWAH
Uttar Pradesh,Faizabad,Ashwani Tiwari,0-7518024028,dpoayodhya[at]gmail[dot]com,DCPU District Probation Office Ayodhya Uttar Pradesh INDIA
Uttar Pradesh,Farrukhabad,Anil Chandra,0-000000,dcpufar[at]gmail[dot]com,State Bank Street Dr. Bhalla House Tallaiya Lane Fatehgarh Farrukhabad 209601
Uttar Pradesh,Fatehpur,DISTRICT PROBATION OFFICER FATEHPUR,5180-223393,dpofhr[at]gmail[dot]com,Sanskar Palace V.I.P.Road Near Tambeswer Temple Fatehpur
Uttar Pradesh,Firozabad,Smt Aparna Kulshrestha,5612-285095,dpofirozabad123[at]gmail[dot]com,Room no 229 Vikas Bhawan Civil Line Dabrai Firozabad
Uttar Pradesh,Gautam Buddha Nagar,Vibha Tripathi,0-7503551845,dponoida[dot]gbn[at]gmail[dot]com,"DISTRICT PROBATION OFFICER, FIRST FLOOR, OLD CIVIL COURT CAMPUS, PHASE-2, NOIDA, GAUTAM BUDDH NAGAR"
UTTAR PRADESH,GHAZIABAD,Mr. Jitendra Kumar,120-7518024004,icpsjitendrtaghaziabad[at]gmail[dot]com,R. No. 123 Vikas Bhawan Collectrate compound Ghaziabad
Uttar Pradesh,Ghazipur,Sanjay Soni,548-2224449,dpogzp94[at]gmail[dot]com,DPO OFFICE COLLECTED GHAZIPUR
Uttar Pradesh,Gonda,SANTOSH KUMAR SONI,5262-233627,dpogda[at]gmail[dot]com,"DISTRICT CHILD PROTECTION OFFICE, A-44, PANT NAGAR, NEAR FORVISGANJ, GONDA (UP)-271001"
Uttar Pradesh,Gorakhpur,Suman Shukla PO,0-9554088081,icpsgkp[at]gmail[dot]com,NEAR OLD R.T.O. OFFICE GORAKHPUR 273001
Uttar Pradesh,Hamirpur,Deepti agnihothri,5282-224888,dpohamirpur1[at]gmail[dot]com,collectrate parisar hamirpur
Uttar Pradesh,Hapur,AMIT KUMAR,122-2300164,dpoprohapur[at]gmail[dot]com,VIKASH BHAWAN ROOM NO 30 DELHI ROAD HAPUR
Uttar Pradesh,Hardoi,Pinki Devi,0-,dpohardoi[at]gmail[dot]com,"158, RAILWAY GANJ HARDOI"
Uttar Pradesh,Hathras,SEEMA MAURYA D.P.O.,5722-276405,dpohathras09[at]gmail[dot]com,DISTRICT PROBATION OFFICE TEHSIL SADAR ALIGARH ROAD HATHRAS 204101
Uttar Pradesh,Jalaun,Dr Amrendra Protsayan,5168-9415816448,julikhatun5[at]gmail[dot]com,R. No 26 Collectrate Compound Orai
Uttar Pradesh,Jaunpur,Bijay Kumar Pandey,5452-220275,dpojaunpur45[at]gmail[dot]com,jaunpur probition
Uttar Pradesh,Jhansi,Probation Officer,510-2370226,probationjhansi2020[at]gmail[dot]com,district probation office collectrate campus jhansi u.p
Uttar Pradesh,Kannauj,DPO KANNAUJ,0-0000000000,provationkannauj[at]gmail[dot]com,ROOM No.101 Vikas Bhawan Kannauj 209727
Uttar Pradesh,Kanpur Dehat,DCPU kanpur dehat,511-000000,dpokanpurdehat1[at]gmail[dot]com,room no. 105 Collected kanpur dehat ( pin- 209101)
Uttar Pradesh,Kanpur Nagar,Ragini pandey,91-9559772939,raginpandey105[at]gmail[dot]com,Dm office room no.6 court compound kanpur Nagar
Uttar Pradesh,Kasganj,DISTRICT PROBATION OFFICER,5744-272014,dpokasganj[at]gmail[dot]com,Room No-42 Collectorate kasganj
Uttar Pradesh,Kaushambi,DPO,5331-232026,dpokausha[at]gmail[dot]com,2nd Floar Room no.61 Jila Probation office Vikas bhavan Manjhanpur Kaushambi Pin code- 212207
Uttar Pradesh,Kheri,DPO,0-9450250945,dpolakhimpurkheri[at]gmail[dot]com,District Probation Officer
Uttar Pradesh,Kushi nagar,Prakash Chand Bharti DCPU Counsellor,91-9506656269,icpskushinagar369[at]gmail[dot]com,RAVINDRANAGAR DHUSH PADRAUNA
Uttar Pradesh,Lalitpur,SURENDRA KUMAR PATEL,5176-297108,dpo[dot]la-up[at]gov[dot]in,district probation office infront of vikas bhawan collectrate compound lalitpur
Uttar Pradesh,Lucknow,Sri Vikas singh,522-7518024019,dcpuluc[at]gmail[dot]com,"Room no. 34 B, Collectrate, Lucknow"
Uttar Pradesh,Mahoba,dpo,0-7518024074,dpo[dot]ww[dot]mahoba[at]gmail[dot]com,Dpo Office
Uttar Pradesh,Mahrajganj,Sri Vikash Singh dpo,0-9807369427,dpomahrajganj[at]gmail[dot]com,district probation office
Uttar Pradesh,Mainpuri,DPO MAINPURI,5672-236506,icpsmpi3[at]gmail[dot]com,DCPU MAINPURI IN COLLECTORATE MAINPURI
Uttar Pradesh,Mathura,VISHAAL KAUSHAL,565-2256311,dcpumtr[at]gmail[dot]com,"ROOM NO- 09, COLLECTORATE, MATHURA-281001"
Uttar Pradesh,Mau,DISTRICT PROBATION OFFICER,547-000000,dpomau54[at]gmail[dot]com,15 a-2 behind Ps Srailakhansi mohalla bakval dist. Mau
Uttar Pradesh,Meerut,Atul Kumar Soni,121-2664227,icps[dot]mrt[at]gmail[dot]com,Collectorate Meerut75180
Uttar Pradesh,Mirzapur,Protection Officer NIC,5442-256669,mzpdpo[at]gmail[dot]com,MORCHAGHAR FATHA MIRZAPUR 231001
Uttar Pradesh,Moradabad,Mr. Anurag Shyam Rastogi,0-7518024010,dpombd2013[at]gmail[dot]com,R. No. 42 Vikas Bhawan kanth road Moradabad
Uttar Pradesh,Muzaffarnagar,Sanjay Kumar,0-7518024002,dpomzn1[at]gmail[dot]com,"Dpo office, Collectorate, Muzaffarnagar"
Uttar Pradesh,Pilibhit,Pragati Gupta DPO,5882-250565,probationpilibhit[at]gmail[dot]com,District Probation Office Room No. 62 Pilibhit
Uttar Pradesh,Pratapgarh,Rambabu Vishwakarma,5342-222041,dpopbh16[at]gmail[dot]com,Behind Panchmukhi Mandir Balipur Pratapgarh
Uttar Pradesh,Pryagraj,MR SARVAJIT SINGH,532-000000000,dpoalld09[at]gmail[dot]com,Vikas Bhavan campas Prayagraj
Uttar Pradesh,Rae Bareli,Virendra Kumar Pal,535-2701003,dcpu[at]gmail[dot]com,Dist Collectrate Raibarely
Uttar Pradesh,Rampur,Lavkush Bhargav,91-2492022,rbg[dot]rampur[at]gmail[dot]com,DISTRICT COURT RAMPUR
Uttar Pradesh,Saharanpur,District Probation Officer,132-2729119,dpowwsaharanpur[at]gmail[dot]com,"Collectorate copound, saharanpur"
Uttar Pradesh,Sambhal,Akanshu Vashishtha,0-8218049686,sambhal[dot]dcpu[at]gmail[dot]com,"Office of the District Probation Officer Sambhal, Bahjoi"
Uttar Pradesh,Sant Kabir Nagar,Vijay kumar Pandey,5547-227652,dposnn9[at]gmail[dot]com,Collectrate Parisar Sant kabir Nagar
Uttar Pradesh,Sant Ravidas Nagar,Smt. Paramjeet kaur dpo,0-9807947755,dposrn[at]gmail[dot]com,dpo office
Uttar Pradesh,Shahjahanpur,Gaurav Mishra,5842-226135,districtprobationoffice[at]gmail[dot]com,DISTRICT PROBATION OFFICE shahjahanpur
Uttar Pradesh,Shamli,Parul choudhary PO,0-0000000,dcpushm[at]gmail[dot]com,TRangist hostel banat district shamli
Uttar Pradesh,Shravasti,Sri Mahendra dpo,0-9616005669,shrawastidpo[at]gmail[dot]com,Colectrate Bhawan Bhinga Shrawasti
Uttar Pradesh,Siddharth Nagar,Vinod Rai dpo,544-222024,dposdr15[at]gmail[dot]com,Collectrate Parisar Siddharthnagar
Uttar Pradesh,Sitapur,Miss Priya Patel,0-7518024021,dpositapur[at]gmail[dot]com,Dpo office
Uttar Pradesh,Sonbhadra,Shudhanshu shekhar sharma,5444-123456,dpo[dot]sonebhadra4155[at]gmail[dot]com,DM OFFICE ROBERTSGANJ SONEBHADRA
Uttar Pradesh,Sultanpur,Protection Officer,5362-242159,cps[dot]sln14[at]gmail[dot]com,DCPU Vikash bhawan Sultanpur Mobile No. 7007011424
Uttar Pradesh,Unnao,SANJAY KUMAR MISHRA P O,515-2822410,dpounnao[at]gmail[dot]com,DISTRICT CHILD PROTECTION UNIT UNNAO
Uttar Pradesh,Varanasi,Mr. Sudhaker Sharan Pandey,542-7518024048,dcpuvns1[at]gmail[dot]com,DPO Office Collectrate Compound Varanasi 221102
UTTARAKHAND,ALMORA,Kalpana Manral,1111-1111111111,districtprobationalmora[at]gmail[dot]com,DPO office almora
Uttarakhand,Bageshwar,Hemchand Tiwari,596-221334,santoshjoshi25[at]gmail[dot]com,DPO bageshwar
Uttarakhand,Chamoli,9760612584,137-252216,dpochamoli7[at]gmail[dot]com,district probaiton office chamoli
Uttarakhand,Champawat,R P Bisht,596-297710,icps[dot]champawat[at]gmail[dot]com,DPO Champawat
Uttarakhand,Dehradun,Meena Bisht,135-2725592,dpodehradun07[at]gmail[dot]com,District probation office Collectrate compound Dehradun
Uttarakhand,Haridwar,Mr. Avinash Singh Bhadauria,1334-239131,dcpuharidwar[at]gmail[dot]com,"District Child Protection Unit, Near R.T.O Office Roshnabad Haridwar,"
Uttarakhand,Nainital,SMT VARSHA,5946-255465,dcpunainital[at]gmail[dot]com,"District Probation Officer office, near GGIC, kaladhungi Road, Haldwani Nainital"
Uttarakhand,Nainital,SMT VARSHA,5946-255465,dcpunainital[at]gmail[dot]com,"District Probation Officer office, near GGIC, kaladhungi Road, Haldwani Nainital"
UTTARAKHAND,PAURI GARHWAL,Devendra Prasad Thapliyal,1368-297252,Provationpauri[at]gmail[dot]com,"Observation Home Boys ,Gadoli, Pauri Garhwal"
Uttarakhand,Pithoragarh,Dr Nirmal Singh Basera,596-9627867733,dpopith123[at]gmail[dot]com,vikash bhawan pithoragarh
Uttarakhand,Rudra prayag,Dr Akhilesh Mishra,91-9411320889,icpsrudrapryag013[at]gmail[dot]com,DPO office Rudraprayag
Uttarakhand,Tehri Garhwal,Soyyab Hussain,137-9897862575,dpotehrigarhwal[at]gmail[dot]com,DPO Tehri
Uttarakhand,Udham Singh Nagar,vyoma jain,5644-250101,dpousnagar[at]gmail[dot]com,Vikash bhawan usnagar
Uttarakhand,Uttar kashi,Yashoda Bist,137-8433244863,Dpouki28[at]gmail[dot]com,District Probation office Vikash bhawan ladari uttarkashi
West Bengal,24 PARAGANAS NORTH,Habib Azam,33-25846278,dcpsnorth[at]gmail[dot]com,"District Child Protection Unit , Office of the district Magistrate, Old Hestings Building , North 24 parganas, Barasat"
West Bengal,24 PARAGANAS SOUTH,DSWO SOUTH TWENTY FOUR PARGANAS,33-24482206,dcpss24pgs[at]gmail[dot]com,"Office of the District Magistrate, South 24 Parganas, New Treasury Building, 7th Floor, Alipore, Kolkata-700027"
West Bengal,Alipurduar,Prasanjit Barua PO NIC,3564-258846,dmapd[dot]dcpu[at]gmail[dot]com,"OFFICE OF THE DISTRICT MAGISTRATE and COLLECTOR, DISTRICT CHILD PROTECTION UNIT ALIPURDUAR, DOOARS KANYA Integrated Administrative Building, Po Alipurduar Court, Dist Alipurduar, Pin 736122"
West Bengal,Bankura,Dulal Chandra Bhattacharya PO NIC,91-9434254401,dcpubankura[at]gmail[dot]com,Ground Floor Treasury Building Office of the District Magistrate Machantala Bankura 722101
West Bengal,Birbhum,DCPO,3462-255169,dcpo[dot]birbhum[at]gmail[dot]com,Prashasasan Bhaban Birbhum 3rd floor PO- Suri Dist.- Birbhum PIN- 731101
West Bengal,Coochbehar,Snehashis Chaudhury DCPO,3582-225401,dcpscob[at]gmail[dot]com,Office of the District Magistrate Social Welfare Section Sagardighi Square Cooch Behar Pin-736101
West Bengal,Darjeeling,District Child Protection Officer,0-,dcpsdarjeeling[at]gmail[dot]com,"District Child Protection Unit Ground Floor Minority Bhawan, Kutchery Compound, Office of the District Magistrate Darjeeling PIN- 734101"
West Bengal,Dinajpur Dakshin,PROTECTION OFFICER NON INSTITUTIONAL CARE,3522-255455,dcpsdd[at]gmail[dot]com,OFFICE OF THE DISTRICT MAGISTRATE COLLECTORATE BUILDING 4TH FLOOR DAKSHIN DINAJPUR PIN-733101
West Bengal,Dinajpur Uttar,Sri Asit Ranjan Das DCPO,3523-246028,dcpuudr[at]gmail[dot]com,District Child Protection Unit Office of the District Magistrate Uttar Dinajpur Room No- 204-Ka 2nd Floor PO- Karnajora Dist- Uttar Dinajpur Pin- 733130 West Bengal
West Bengal,Hooghly,Sutapa Chakrabarti,33-79616856,dcpuhooghly[at]gmail[dot]com,District Magistrate Office Chinsurah Hooghly 712101
West Bengal,Howrah,DSWO,33-26380587,dcps[dot]howrah[at]gmail[dot]com,Social Welfare Section Office of the District Magistrate Old Collectorate Annex Building 1Rishi Bankim Chandra Road Howrah-711101.
West Bengal,Jalpaiguri,Sudeep Bhadra DCPO,91-7063832426,dcpu[dot]jpg2024[at]gmail[dot]com,District Child Protection Unit Collectorate Building PO and Dist Jalpaiguri West Bengal 735101
West Bengal,Jhargram,Raja Das DCPO,3221-257915,dcpujhargram[at]gmail[dot]com,District Child Protection Unit Jhargram Office of the District Magistrate Jhargram Pin 721507
West Bengal,KALIMPONG,Saroj Rai PONIC,3552-255062,dcpukalimpong[at]gmail[dot]com,District Child Protection Unit Office of District Magistrate Kalimpong - 734301
West Bengal,Kolkata,Md Nadim DCPO Kol,33-23372605,kolkatadcpu2013[at]yahoo[dot]co[dot]in,"Subhanna, 7th Floor, DF-9, Sector - I, Salt Lake -700064"
West Bengal,Maldah,Sibendu Shekhar Jana,3512-254056,dcpsmld[at]gmail[dot]com,DISTRICT CHILD PROTECTION UNIT. ROOM NO 12 GROUND FLOOR. DISTRICT COLLECTORATE BUILDING. MALDA - 732101 WEST BENGAL.
West Bengal,Medinipur East,DCPO,3228-262710,dcps[dot]purbamedinipur[at]gmail[dot]com,District Magistrate Administrative Building 1st Floor A Block District Child Protection Unit Purba Medinipur
West Bengal,Medinipur West,Sandip Kumar Das,3222-265996,dcpspmd[at]gmail[dot]com,District Child Protection Unit Office of the District Magistrate and Collector P.O.- Midnapore P.S.- Kotwali Dist.- Paschim Medinipur State- West Bengal Pin.- 721101
West Bengal,Murshidabad,Arjun Dutta,3482-359252,dcpomsd[at]gmail[dot]com,"Office of the District Magistrate Murshidabad District Child Protection Unit Room No-01, Basement New Administrative Building P.O.-Berhampore Dist-Murshidabad Pin-742101"
West Bengal,Nadia,Anindya Das,3472-252114,dcps[dot]nadia[at]gmail[dot]com,"2nd Floor Room No-309 DISTRICT ADMINISTRATIVE BUILDING KRISHNAGAR, NADIA Pin-741101"
West Bengal,Paschim Bardhaman,Bijan Kumar,341-2250057,dcpupaschimbdn[at]gmail[dot]com,"District Child Protection Unit House of Pradip Kumar Sinha Karunamoyee Housing Estate Sen Raiiegh Road, P.O.- Ram Krishna Mission Asansol District- Paschim Bardhaman Pin- 713305"
West Bengal,PURBA BARDHAMAN,Sudeshna Mukherjee DCPO,0-9046141883,dcps[dot]bwn[at]gmail[dot]com,"social welfare section, Substation Building, Court Compund Burdwan Purba Bardhaman 713101"
West Bengal,Purulia,Anadi Das,3252-224409,dcps[dot]prl[at]gmail[dot]com,Office of the District Magistrate Purulia Social Welfare Section District Child Protection Society Purulia Pin - 723101
